Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Vendor,Pack Price,Unit Price,Unit of Measure (Per Pack),Shipment Mode,Product Group,Manufacturing Site,Freight Cost (USD)
9-Jan-15,9-Jan-15,9-Jan-15,PHARMACY DIRECT,37.16,1.24,30,Truck,ARV,Mylan (formerly Matrix) Nashik,Freight Included in Commodity Cost
16-Aug-13,16-Aug-13,16-Aug-13,"Orgenics, Ltd",5.0,5.0,1,Air,HRDT,"Alere Medical Co., Ltd.",See ASN-19428 (ID#:12981)
31-Jan-11,4-Mar-11,4-Mar-11,Aurobindo Pharma Limited,2.37,0.04,60,Ocean,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
3-Feb-10,3-Feb-10,3-Feb-10,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",17975.84
29-Oct-09,29-Oct-09,29-Oct-09,S. BUYS WHOLESALER,9.71,0.16,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
14-Jul-11,14-Jul-11,14-Jul-11,CIPLA LIMITED,6.47,0.22,30,Ocean,ARV,"Cipla, Goa, India",12796.59
5-Sep-12,5-Sep-12,5-Sep-12,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",4669.02
12-Nov-10,12-Nov-10,12-Nov-10,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,Inverness Japan,15353.45
10-Dec-14,10-Dec-14,10-Dec-14,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",2788.07
11-Jul-13,11-Jul-13,11-Jul-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",16337.04
23-Jun-14,23-Jun-14,24-Jun-14,Aurobindo Pharma Limited,1.56,0.05,30,Air,ARV,"Aurobindo Unit III, India",20464.55
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,20.72,0.09,240,Truck,ARV,GSK Mississauga (Canada),Freight Included in Commodity Cost
16-Sep-14,16-Sep-14,1-Oct-14,HETERO LABS LIMITED,10.5,0.35,30,Air,ARV,Hetero Unit III Hyderabad IN,See ASN-27809 (ID#:13106)
5-Oct-12,5-Oct-12,5-Oct-12,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),55.5,0.92,60,Air,ARV,"MSD, Haarlem, NL",433
10-Sep-09,10-Sep-09,10-Sep-09,S. BUYS WHOLESALER,17.67,0.59,30,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
24-Aug-15,24-Aug-15,24-Aug-15,PHARMACY DIRECT,65.75,1.1,60,Truck,ARV,"MSD, Haarlem, NL",Freight Included in Commodity Cost
23-May-13,23-May-13,23-May-13,Aurobindo Pharma Limited,1.25,0.04,30,Air,ARV,"Aurobindo Unit III, India",1191.93
14-Feb-14,14-Feb-14,28-Mar-14,HETERO LABS LIMITED,8.11,0.14,60,Air,ARV,Hetero Unit III Hyderabad IN,146734.85
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,77.15,1.29,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
29-Dec-09,29-Dec-09,29-Dec-09,S. BUYS WHOLESALER,15.18,0.25,60,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
20-Nov-13,20-Nov-13,21-Nov-13,ASPEN PHARMACARE,66.6,0.55,120,Air,ARV,"Aspen-OSD, Port Elizabeth, SA",See ASN-22706 (ID#:46447)
13-Jan-14,13-Jan-14,13-Jan-14,S. BUYS WHOLESALER,24.71,0.41,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
25-Jul-15,25-Jul-15,29-Jul-15,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",See ASN-31765 (ID#:41640)
7-Apr-11,7-Apr-11,7-Apr-11,Aurobindo Pharma Limited,7.33,0.12,60,Ocean,ARV,"Aurobindo Unit III, India",17919.41
20-Jul-13,20-Jul-13,20-Jul-13,"Orgenics, Ltd",5.0,5.0,1,Air,HRDT,"Alere Medical Co., Ltd.",See ASN-19142 (ID#:22600)
5-Nov-14,5-Nov-14,5-Nov-14,PHARMACY DIRECT,15.25,0.51,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
2-Jul-15,2-Jul-15,30-Jul-15,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",See ASN-31750 (ID#:19272)
10-Dec-14,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,21.71,0.09,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
18-Nov-13,18-Nov-13,18-Nov-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",20572.96
20-Sep-13,20-Sep-13,20-Sep-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",See ASN-20331 (ID#:34113)
27-Feb-12,27-Feb-12,27-Feb-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),6.85,0.11,60,Air,ARV,ABBVIE Ludwigshafen Germany,1046.02
18-Dec-09,18-Dec-09,18-Dec-09,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),50.4,1.68,30,Air,ARV,"MSD, Haarlem, NL",Freight Included in Commodity Cost
20-Dec-12,20-Dec-12,20-Dec-12,REINBOLD EXPORT IMPORT,116.5,1.16,100,Air,HRDT,"Alere Medical Co., Ltd.",Freight Included in Commodity Cost
15-Sep-11,22-Sep-11,22-Sep-11,Aurobindo Pharma Limited,6.65,0.22,30,Ocean,ARV,"Aurobindo Unit III, India",10748.8
24-Jul-13,24-Jul-13,24-Jul-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),11.49,0.38,30,Ocean,ARV,Mylan (formerly Matrix) Nashik,15020.21
15-Jan-15,15-Jan-15,15-Jan-15,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),8.1,0.13,60,Air,ARV,Mylan (formerly Matrix) Nashik,1069.31
24-Jun-13,24-Jun-13,24-Jun-13,BIO-RAD LABORATORIES (FRANCE),91.0,1.82,50,Air,HRDT,Bio-Rad Laboratories,Invoiced Separately
5-Aug-09,5-Aug-09,5-Aug-09,S. BUYS WHOLESALER,3.81,0.13,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
7-Feb-14,7-Feb-14,7-Feb-14,S. BUYS WHOLESALER,26.02,0.29,90,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
29-Dec-09,29-Dec-09,29-Dec-09,S. BUYS WHOLESALER,28.2,0.94,30,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,17.02,0.57,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
4-Nov-14,4-Nov-14,20-Nov-14,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",See ASN-28279 (ID#:13547)
2-Jul-10,2-Jul-10,2-Jul-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),15.89,0.26,60,Air,ARV,Mylan (formerly Matrix) Nashik,7488.39
14-May-15,14-May-15,14-May-15,"Orgenics, Ltd",5.0,5.0,1,Air,HRDT,"Alere Medical Co., Ltd.",See ASN-31132 (ID#:36641)
19-Mar-10,19-Mar-10,19-Mar-10,Aurobindo Pharma Limited,1.45,0.02,60,Air,ARV,"Aurobindo Unit III, India",See ASN-6266 (ID#:15368)
23-Jul-14,22-Jul-14,29-Jul-14,Aurobindo Pharma Limited,4.65,0.16,30,Air Charter,ARV,"Aurobindo Unit VII, IN",13959.22
14-Feb-14,14-Feb-14,25-Feb-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),6.5,0.11,60,Air,ARV,Mylan (formerly Matrix) Nashik,2543.67
14-Jun-14,14-Jun-14,16-Jun-14,HETERO LABS LIMITED,2.18,0.04,60,Air Charter,ARV,Hetero Unit III Hyderabad IN,41158.49
5-Nov-14,5-Nov-14,5-Nov-14,PHARMACY DIRECT,30.21,1.01,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
10-Apr-13,10-Apr-13,10-Apr-13,MICRO LABS LIMITED,2.0,0.07,30,Air,ARV,"Micro labs, Verna, Goa, India",1021.34
4-Apr-11,4-Apr-11,4-Apr-11,CIPLA LIMITED,6.86,0.23,30,Ocean,ARV,"Cipla, Goa, India",7378.63
16-Nov-09,16-Nov-09,16-Nov-09,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,Inverness Japan,43338.93
6-Feb-12,6-Feb-12,6-Feb-12,Aurobindo Pharma Limited,13.6,0.15,90,Air,ARV,"Aurobindo Unit III, India",17214.74
6-Feb-14,6-Feb-14,6-Feb-14,S. BUYS WHOLESALER,18.42,0.61,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
29-Mar-12,29-Mar-12,29-Mar-12,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),7.0,0.12,60,Air,ARV,Bristol-Myers Squibb Anagni IT,See ASN-13952 (ID#:16173)
12-Feb-15,12-Feb-15,12-Feb-15,PHARMACY DIRECT,14.22,0.47,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
19-Nov-09,19-Nov-09,19-Nov-09,Aurobindo Pharma Limited,0.01,0.0,30,Air,ARV,"Aurobindo Unit III, India",280.23
10-Dec-14,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,6.33,0.03,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
7-Aug-14,7-Aug-14,12-Aug-14,"Orgenics, Ltd",100.0,1.0,100,Air,HRDT,"Alere Medical Co., Ltd.",17758.82
19-Oct-09,19-Oct-09,19-Oct-09,S. BUYS WHOLESALER,48.35,0.16,300,Truck,ARV,ABBVIE (Abbott) Logis. UK,Freight Included in Commodity Cost
22-Jul-11,25-Jul-11,25-Jul-11,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,Inverness Japan,24400.67
17-Dec-09,17-Dec-09,17-Dec-09,Aurobindo Pharma Limited,37.5,0.31,120,Air,ARV,"Aurobindo Unit III, India",2228.92
20-Mar-10,20-Mar-10,20-Mar-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),7.5,0.25,30,Air,ARV,Mylan (formerly Matrix) Nashik,See ASN-6250 (ID#:17228)
5-Aug-14,5-Aug-14,5-Aug-14,PHARMACY DIRECT,22.0,0.37,60,Truck,ARV,"BMS Evansville, US",Freight Included in Commodity Cost
28-Apr-15,28-Apr-15,28-Apr-15,PHARMACY DIRECT,24.95,0.42,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
23-Nov-10,23-Nov-10,23-Nov-10,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",33525.96
6-Nov-09,6-Nov-09,6-Nov-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),36.16,0.3,120,Air,ARV,ABBVIE Ludwigshafen Germany,15873.33
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,15.86,0.26,60,Truck,ARV,GSK Aranda,Freight Included in Commodity Cost
15-Mar-11,15-Mar-11,15-Mar-11,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",3496.34
13-Jun-12,13-Jun-12,13-Jun-12,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),7.0,0.12,60,Air,ARV,Bristol-Myers Squibb Anagni IT,575.17
1-Feb-11,4-Mar-11,4-Mar-11,Aurobindo Pharma Limited,4.51,0.15,30,Ocean,ARV,"Aurobindo Unit III, India",19518.98
18-Feb-15,18-Feb-15,25-Feb-15,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",2572.91
9-Dec-11,9-Dec-11,9-Dec-11,CIPLA LIMITED,6.47,0.22,30,Ocean,ARV,"Cipla, Goa, India",9972.68
7-Aug-13,7-Aug-13,7-Aug-13,Aurobindo Pharma Limited,11.5,0.19,60,Ocean,ARV,"Aurobindo Unit III, India",See ASN-18919 (ID#:14578)
10-Feb-10,10-Feb-10,10-Feb-10,"Standard Diagnostics, Inc.",24.0,0.8,30,Air,HRDT,"Standard Diagnostics, Korea",28620.81
28-Oct-14,28-Oct-14,19-Nov-14,Aurobindo Pharma Limited,1.43,0.01,240,Ocean,ARV,"Aurobindo Unit III, India",See ASN-27659 (ID#:16881)
31-Dec-13,31-Dec-13,3-Jan-14,Aurobindo Pharma Limited,5.43,0.09,60,Air,ARV,"Aurobindo Unit III, India",4168.19
11-Jan-13,11-Jan-13,11-Jan-13,HETERO LABS LIMITED,4.39,0.07,60,Ocean,ARV,Hetero Unit III Hyderabad IN,17075.43
11-Jul-11,11-Jul-11,11-Jul-11,GLAXOSMITHKLINE EXPORT LIMITED,10.02,0.04,240,Air,ARV,GSK Mississauga (Canada),11865.62
14-Jun-14,14-Jun-14,14-Jun-14,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",23178.68
21-Aug-15,21-Aug-15,21-Aug-15,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",Invoiced Separately
9-Apr-15,9-Apr-15,13-Apr-15,HETERO LABS LIMITED,6.61,0.11,60,Ocean,ARV,Hetero Unit III Hyderabad IN,See ASN-30463 (ID#:15460)
1-Mar-11,1-Mar-11,1-Mar-11,HETERO LABS LIMITED,2.43,0.04,60,Ocean,ARV,Hetero Unit III Hyderabad IN,19328.36
29-Aug-14,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,76.11,1.27,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
12-Jun-12,12-Jun-12,12-Jun-12,CIPLA LIMITED,1.9,0.03,60,Air,ARV,"Cipla, Goa, India",304.63
28-Jan-11,28-Jan-11,28-Jan-11,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),17.48,0.58,30,Air,ARV,Mylan (formerly Matrix) Nashik,Freight Included in Commodity Cost
22-Dec-14,22-Dec-14,13-Jan-15,"Orgenics, Ltd",8.0,0.08,100,Air,HRDT,"Alere Medical Co., Ltd.",See ASN-29409 (ID#:20185)
7-May-15,7-May-15,13-May-15,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",28759.53
7-Nov-13,7-Nov-13,17-Nov-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",6522.64
26-Dec-12,26-Dec-12,26-Dec-12,Aurobindo Pharma Limited,2.25,0.04,60,Air,ARV,"Aurobindo Unit III, India",5180.86
12-Oct-10,1-Feb-11,1-Feb-11,Aurobindo Pharma Limited,4.51,0.15,30,Ocean,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
6-Feb-14,6-Feb-14,6-Feb-14,S. BUYS WHOLESALER,14.88,0.5,30,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
28-Feb-11,28-Feb-11,28-Feb-11,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),15.0,0.25,60,Air,ARV,Mylan (formerly Matrix) Nashik,See ASN-9568 (ID#:29427)
7-Nov-13,7-Nov-13,13-Nov-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",10351.26
22-Dec-10,22-Dec-10,22-Dec-10,STRIDES ARCOLAB LIMITED,11.0,0.18,60,Air,ARV,"Strides, Bangalore, India.",See ASN-9118 (ID#:42125)
2-Mar-10,2-Mar-10,2-Mar-10,Orasure Technologies Inc.,350.0,3.5,100,Air,HRDT,"Pacific Biotech, Thailand",5362.39
15-Mar-13,15-Mar-13,15-Mar-13,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",39662.72
5-May-10,5-May-10,5-May-10,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,Inverness Japan,21821.97
2-Apr-12,2-Apr-12,2-Apr-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),30.82,0.1,300,Air,ARV,ABBVIE (Abbott) Logis. UK,54424.24
29-Oct-14,29-Oct-14,29-Oct-14,PHARMACY DIRECT,22.07,0.07,300,Truck,ARV,ABBVIE (Abbott) Logis. UK,Freight Included in Commodity Cost
31-Mar-15,31-Mar-15,31-Mar-15,HETERO LABS LIMITED,1.8,0.03,60,Air,ARV,Hetero Unit III Hyderabad IN,1593.67
9-Jan-13,2-Apr-13,2-Apr-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",26859.39
9-Jan-13,17-Jan-13,17-Jan-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",25577.15
22-May-13,22-May-13,22-May-13,Aurobindo Pharma Limited,2.1,0.01,240,Air,ARV,"Aurobindo Unit III, India",See ASN-19098 (ID#:21556)
24-Jul-13,24-Jul-13,24-Jul-13,STRIDES ARCOLAB LIMITED,4.0,0.07,60,Air,ARV,"Strides, Bangalore, India.",3456.02
10-Dec-14,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,20.68,0.17,120,Truck,ARV,ABBVIE Ludwigshafen Germany,Freight Included in Commodity Cost
2-Apr-12,2-Apr-12,2-Apr-12,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",24.5,24.5,1,Air,HRDT,"KHB Test Kit Facility, Shanghai China",7655.99
17-Mar-11,17-Mar-11,17-Mar-11,Aurobindo Pharma Limited,2.12,0.01,240,Ocean,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,14.15,0.24,60,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
19-Dec-11,9-Dec-11,9-Dec-11,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",32667.09
13-Mar-15,13-Mar-15,18-Mar-15,Aurobindo Pharma Limited,3.3,0.11,30,Ocean,ARV,"Aurobindo Unit VII, IN",11051.22
5-Aug-14,5-Aug-14,5-Aug-14,PHARMACY DIRECT,9.14,0.15,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
10-Sep-12,10-Sep-12,10-Sep-12,"Orgenics, Ltd",5.0,5.0,1,Air,HRDT,"Alere Medical Co., Ltd.",See ASN-16107 (ID#:32594)
9-Dec-13,9-Dec-13,10-Dec-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",See ASN-22818 (ID#:39794)
25-Aug-10,25-Aug-10,25-Aug-10,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",659.27
29-Aug-14,29-Aug-14,29-Aug-14,S. BUYS WHOLESALER,27.11,0.45,60,Truck,ARV,Mylan (formerly Matrix) Nashik,Freight Included in Commodity Cost
23-Jun-15,23-Jun-15,23-Jun-15,HETERO LABS LIMITED,2.0,0.07,30,Air,ARV,Hetero Unit III Hyderabad IN,Invoiced Separately
18-Apr-12,18-Apr-12,18-Apr-12,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",See ASN-14092 (ID#:39053)
28-Dec-09,28-Dec-09,28-Dec-09,S. BUYS WHOLESALER,4.17,0.14,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
26-Jan-15,26-Jan-15,26-Jan-15,PHARMACY DIRECT,5.17,0.02,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
14-Feb-12,14-Feb-12,14-Feb-12,"ACCESS BIO, INC.",23.4,0.39,60,Air,MRDT,"Access BIO, L.C.",5642.36
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,17.02,0.57,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
4-Nov-14,4-Nov-14,20-Nov-14,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",See ASN-28279 (ID#:13547)
9-Jun-10,9-Jun-10,9-Jun-10,Aurobindo Pharma Limited,2.92,0.05,60,Air,ARV,"Aurobindo Unit III, India",6369.79
23-Jul-15,23-Jul-15,27-Jul-15,Orasure Technologies Inc.,350.0,3.5,100,Air,HRDT,"Pacific Biotech, Thailand",Invoiced Separately
6-Feb-14,6-Feb-14,6-Feb-14,S. BUYS WHOLESALER,24.05,0.1,240,Truck,ARV,GSK Mississauga (Canada),Freight Included in Commodity Cost
3-Jun-15,3-Jun-15,5-Jun-15,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",Invoiced Separately
16-Apr-12,16-Apr-12,16-Apr-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),5.5,0.18,30,Air,ARV,Mylan (formerly Matrix) Nashik,See ASN-14321 (ID#:18629)
12-Nov-14,12-Nov-14,13-Nov-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.94,0.1,60,Air,ARV,ABBVIE Ludwigshafen Germany,1472.41
22-Jul-11,22-Jul-11,22-Jul-11,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,Inverness Japan,15123.48
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,16.08,0.54,30,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
7-Apr-14,7-Apr-14,7-Apr-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),60.82,0.51,120,Air,ARV,ABBVIE Ludwigshafen Germany,5324.08
12-Oct-10,12-Oct-10,12-Oct-10,Aurobindo Pharma Limited,4.51,0.15,30,Ocean,ARV,"Aurobindo Unit III, India",18114.34
5-Oct-11,24-Nov-11,24-Nov-11,Aurobindo Pharma Limited,6.65,0.22,30,Ocean,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
24-Nov-10,24-Nov-10,24-Nov-10,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2.5,2.5,1,Air,HRDT,Chembio Diagnostics Sys. Inc.,Invoiced Separately
17-May-13,17-May-13,17-May-13,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",2274.64
12-May-10,12-May-10,12-May-10,S. BUYS WHOLESALER,32.73,0.36,90,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
24-Aug-15,24-Aug-15,24-Aug-15,PHARMACY DIRECT,19.0,0.08,240,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
5-Apr-11,8-Apr-11,8-Apr-11,CIPLA LIMITED,6.86,0.23,30,Ocean,ARV,"Cipla, Goa, India",5567.75
9-Jan-13,17-Jan-13,17-Jan-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",25577.2
5-Nov-14,5-Nov-14,5-Nov-14,PHARMACY DIRECT,24.95,0.42,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
29-Aug-14,29-Aug-14,3-Sep-14,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",4379.48
7-Nov-13,30-Oct-13,31-Oct-13,Aurobindo Pharma Limited,4.65,0.16,30,Air,ARV,"Aurobindo Unit VII, IN",26930.79
30-Dec-09,30-Dec-09,30-Dec-09,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2.6,0.04,60,Air,ARV,Mylan (formerly Matrix) Nashik,7354.24
27-Aug-14,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,19.72,0.33,60,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
31-May-11,31-May-11,31-May-11,HETERO LABS LIMITED,9.36,0.31,30,Ocean,ARV,Hetero Unit III Hyderabad IN,14760.6
6-Sep-11,6-Sep-11,6-Sep-11,"Orgenics, Ltd",100.0,1.0,100,Air,HRDT,Inverness Japan,11941.94
12-Dec-13,12-Dec-13,13-Dec-13,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",24.5,24.5,1,Air,HRDT,"KHB Test Kit Facility, Shanghai China",2933.25
8-Jul-11,8-Jul-11,8-Jul-11,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,Inverness Japan,31923.61
10-Dec-14,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,10.28,0.17,60,Truck,ARV,GSK Cape Town Factory (South Africa),Freight Included in Commodity Cost
3-May-11,3-May-11,3-May-11,Aurobindo Pharma Limited,8.36,0.14,60,Ocean,ARV,"Aurobindo Unit III, India",3073.74
10-Oct-10,10-Oct-10,10-Oct-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),9.0,0.15,60,Air,ARV,Mylan (formerly Matrix) Nashik,17074.8
16-Apr-13,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,15.42,0.51,30,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
9-Jan-13,20-Mar-13,20-Mar-13,"Orgenics, Ltd",89.0,0.89,100,Air,HRDT,"Alere Medical Co., Ltd.",26380.35
8-Oct-09,14-Oct-09,14-Oct-09,S. BUYS WHOLESALER,2.51,0.01,200,Truck,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
18-Jun-10,18-Jun-10,18-Jun-10,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),9.04,0.15,60,Air,ARV,ABBVIE Ludwigshafen Germany,1075.54
19-Oct-13,19-Oct-13,22-Oct-13,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),50.0,0.28,180,Air,ARV,"MSD, Haarlem, NL",Freight Included in Commodity Cost
19-Oct-11,19-Oct-11,19-Oct-11,HETERO LABS LIMITED,6.0,0.2,30,Air,ARV,Hetero Unit III Hyderabad IN,7878.43
23-May-12,23-May-12,23-May-12,CIPLA LIMITED,5.69,0.19,30,Air,ARV,"Cipla, Goa, India",393.29
4-Dec-14,4-Dec-14,8-Dec-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),20.0,0.67,30,Air,ARV,Mylan (formerly Matrix) Nashik,3978.49
11-Jan-10,11-Jan-10,11-Jan-10,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",4259.57
26-Jul-11,26-Jul-11,26-Jul-11,STRIDES ARCOLAB LIMITED,4.1,0.14,30,Air,ARV,"Strides, Bangalore, India.",See ASN-11362 (ID#:47253)
10-Aug-13,10-Aug-13,10-Aug-13,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",1375.8
1-Jul-13,1-Jul-13,1-Jul-13,HETERO LABS LIMITED,8.21,0.14,60,Air,ARV,Hetero Unit III Hyderabad IN,See ASN-19787 (ID#:13978)
11-Mar-15,11-Mar-15,31-Mar-15,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",7845.09
6-Nov-14,6-Nov-14,7-Nov-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.94,0.1,60,Air,ARV,ABBVIE Ludwigshafen Germany,1042.36
10-Nov-14,10-Nov-14,12-Nov-14,STRIDES ARCOLAB LIMITED,3.19,0.11,30,Ocean,ARV,"Strides, Bangalore, India.",24636.23
